Components:
TP config_server (microservices-config)
FN github_repository 
FN discovery_service
TP rabbitmq (rabbit-mq-server)
FN monitor_dashboard 
FN turbine 
FN statement_service 
FN card_service 
FN card_statement_composite 
FN edge_server 
FN user 

Connections:
FN github_repository -> config_server 
FN config_server -> discovery_service 
FN monitor_dashboard -> discovery_service 
FN config_server -> monitor_dashboard 
FN turbine -> discovery_service 
FN rabbitmq -> turbine 
FN config_server -> turbine 
FN turbine -> monitor_dashboard 
FN statement_service -> discovery_service 
FN config_server -> statement_service 
FN card_service -> discovery_service 
FN config_server -> card_service 
FN card_statement_composite -> discovery_service 
FN card_statement_composite -> card_service 
FN card_statement_composite -> statement_service 
FN config_server -> card_statement_composite 
FN card_statement_composite -> rabbitmq 
FN discovery_service -> edge_server 
FN user -> edge_server 
FN edge_server -> user 
FN config_server -> edge_server 
FN edge_server -> card_service 
FN edge_server -> statement_service 
FN edge_server -> card_statement_composite 
